Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "Aviles-Sport", "chawaii_subaru_wrx_sti_gr3", "Kappy Astur", "5", "02:01.0910", "-",
"2",   "", "Team Chermi", "chawaii_subaru_wrx_sti_gr3", "Ezequiel Cherminando", "5", "02:01.1390", "00:00.0480",
"3",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Carlos Ortega", "5", "02:01.1620", "00:00.0710",
"4",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Rafa Alvarez", "5", "02:01.7600", "00:00.6690",
"5",   "", "nrc", "chawaii_subaru_wrx_sti_gr3", "bertillo30", "5", "02:01.8740", "00:00.7830",
"6",   "", "LDR", "chawaii_subaru_wrx_sti_gr3", "Luciano DR.", "5", "02:02.0100", "00:00.9190",
"7",   "", "", "chawaii_subaru_wrx_sti_gr3", "Jucarcaz", "4", "02:02.4430", "00:01.3520",
"8",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Akira", "5", "02:03.8430", "00:02.7520",
"9",   "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Josu Puelles", "5", "02:04.8640", "00:03.7730",
"10",   "", "Loa Racing", "chawaii_subaru_wrx_sti_gr3", "Ramiro", "5", "02:06.0580", "00:04.9670",
"11",   "", "GTS92", "chawaii_subaru_wrx_sti_gr3", "Juan José Ruiz García (Mecajota)", "0", "-", "-",
"12",   "", "BMT Racing", "chawaii_subaru_wrx_sti_gr3", "Montoro", "0", "-", "-",
"13",   "", "savepangolines", "chawaii_subaru_wrx_sti_gr3", "PANGOLIN DORMIDO", "0", "-", "-",
"14",   "", "RM Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Izaguirre", "0", "-", "-",
"15",   "", "GIM", "chawaii_subaru_wrx_sti_gr3", "Gino Ivan Muchiut", "0", "-", "-",
"16",   "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Antonio Martínez", "0", "-", "-",
"17",   "", "LDRT", "chawaii_subaru_wrx_sti_gr3", "Sergio Diaz", "0", "-", "-",
"18",   "", "AuTornay Racing Team", "chawaii_subaru_wrx_sti_gr3", "Kyogren2911", "0", "-", "-",
"19",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Manolo Laguarda", "0", "-", "-",
"20",   "", "ForoAssetto", "chawaii_subaru_wrx_sti_gr3", "Antonio Gomez", "0", "-", "-",
"21",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Jose Miguel Romay", "0", "-", "-",
"22",   "", "los difentes racing tream", "chawaii_subaru_wrx_sti_gr3", "enzo diaz cancho", "0", "-", "-",
"23",   "", "", "chawaii_subaru_wrx_sti_gr3", "LOA TV", "0", "-", "-",

Qualify laps
'======================
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "41.9620", "0.4860"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "42.0030", "0.5270"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "42.0700", "0.5940"
"Akira", "chawaii_subaru_wrx_sti_gr3", "42.4570", "0.9810"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "42.6420", "1.1660"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "43.0070", "1.5310"



Qualify cuts
'======================
Date, Lap e.t., Lap, Driver, Cut Time, Time skipped
"", "00:00", "5", "Ezequiel Cherminando", "", ""
"", "00:00", "2", "Rafa Alvarez", "", ""
"", "00:00", "3", "bertillo30", "", ""
"", "00:00", "4", "Josu Puelles", "", ""






'+++++++++++++++++++++
Race
'+++++++++++++++++++++

Game:, "Assetto Corsa"
Session:, "Race"
Track:, "malaysia"
Winner, "Ezequiel Cherminando"
Led most laps, "Juan Carlos Ortega"
Best lap, "Ezequiel Cherminando (02:01.0860)"
Lasted laps, "20"
Host, "Unknown"


Race result
'======================
Pos,    Class, Team, Vehicle, Driver, Laps, Time/Retired, Best lap, Consistency, Led, Pits,
"1",  "", "Team Chermi", "chawaii_subaru_wrx_sti_gr3", "Ezequiel Cherminando", "20", "    41:01.8310", "02:01.0860", "98.58%", "8", "0", 
"2",  "", "Aviles-Sport", "chawaii_subaru_wrx_sti_gr3", "Kappy Astur", "20", "  '+00:07.2920", "02:02.1540", "99.23%", "0", "0", 
"3",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Carlos Ortega", "20", "  '+00:10.0050", "02:02.4600", "99.36%", "12", "0", 
"4",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Rafa Alvarez", "20", "  '+00:20.6030", "02:02.2200", "98.76%", "0", "0", 
"5",  "", "nrc", "chawaii_subaru_wrx_sti_gr3", "bertillo30", "20", "  '+00:21.1410", "02:02.2080", "98.66%", "0", "0", 
"6",  "", "", "chawaii_subaru_wrx_sti_gr3", "Jucarcaz", "20", "  '+00:26.8490", "02:02.7320", "98.95%", "0", "0", 
"7",  "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Josu Puelles", "20", "  '+01:10.7650", "02:05.1950", "99.18%", "0", "0", 
"8",  "", "Loa Racing", "chawaii_subaru_wrx_sti_gr3", "Ramiro", "20", "  '+01:24.2730", "02:05.5700", "98.93%", "0", "0", 
"9",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Akira", "20", "  '+01:31.0990", "02:04.3450", "97.51%", "0", "0", 
"10",  "", "LDR", "chawaii_subaru_wrx_sti_gr3", "Luciano DR.", "19", "  '+00:09.7590", "02:02.2770", "99.18%", "0", "0", 
"11",  "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Antonio Martínez", "19", "  '+02:42.2530", "02:07.2810", "97.50%", "0", "0", 
"12",  "", "GTS92", "chawaii_subaru_wrx_sti_gr3", "Juan José Ruiz García (Mecajota)", "0", " DNF", "-", "-", "0", "0", 
"13",  "", "BMT Racing", "chawaii_subaru_wrx_sti_gr3", "Montoro", "0", " DNF", "-", "-", "0", "0", 
"14",  "", "savepangolines", "chawaii_subaru_wrx_sti_gr3", "PANGOLIN DORMIDO", "0", " DNF", "-", "-", "0", "0", 
"15",  "", "RM Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Izaguirre", "0", " DNF", "-", "-", "0", "0", 
"16",  "", "GIM", "chawaii_subaru_wrx_sti_gr3", "Gino Ivan Muchiut", "0", " DNF", "-", "-", "0", "0", 
"17",  "", "LDRT", "chawaii_subaru_wrx_sti_gr3", "Sergio Diaz", "0", " DNF", "-", "-", "0", "0", 
"18",  "", "AuTornay Racing Team", "chawaii_subaru_wrx_sti_gr3", "Kyogren2911", "0", " DNF", "-", "-", "0", "0", 
"19",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Manolo Laguarda", "0", " DNF", "-", "-", "0", "0", 
"20",  "", "ForoAssetto", "chawaii_subaru_wrx_sti_gr3", "Antonio Gomez", "0", " DNF", "-", "-", "0", "0", 
"21",  "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Jose Miguel Romay", "0", " DNF", "-", "-", "0", "0", 
"22",  "", "los difentes racing tream", "chawaii_subaru_wrx_sti_gr3", "enzo diaz cancho", "0", " DNF", "-", "-", "0", "0", 
"23",  "", "", "chawaii_subaru_wrx_sti_gr3", "LOA TV", "0", " DNF", "-", "-", "0", "0", 


Race laps
'======================
Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ezequiel Cherminando"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:10.2820", "38.3970", "48.9060", "42.9790",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.9310", "31.9420", "48.5680", "48.4210",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8850", "31.9990", "48.5780", "42.3080",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.8200", "32.3480", "49.2490", "42.2230",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.0350", "31.9290", "48.4380", "42.6680",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.1500", "32.0150", "47.9480", "42.1870",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.1730", "31.8350", "48.3850", "41.9530",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.8840", "31.9200", "47.8350", "42.1290",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.0790", "31.8320", "48.5010", "42.7460",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2780", "31.9830", "48.5950", "42.7000",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.0830", "31.7820", "48.1860", "42.1150",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1710", "32.0410", "48.6490", "42.4810",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.5740", "32.6650", "49.0280", "41.8810",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8420", "32.1670", "48.7400", "41.9350",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.7660", "31.8610", "48.2620", "41.6430",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.4670", "31.7090", "47.8810", "41.8770",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.4230", "31.9310", "47.6640", "41.8280",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.3350", "31.7660", "47.8490", "41.7200",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.0860", "31.8330", "47.6810", "41.5720",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:01.5670", "31.6890", "48.0420", "41.8360",  "F:M - R:M",     
Average,,,"02:03.0916", "32.2822", "48.3493", "42.4601"
Best possible,,, "02:00.9250", "31.6890", "47.6640", "41.5720"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Kappy Astur"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:11.2650", "38.8930", "49.2440", "43.1280",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7410", "32.3950", "48.9730", "42.3730",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5980", "31.8140", "48.5010", "42.2830",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3000", "32.0620", "49.0630", "42.1750",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6280", "32.2960", "48.9240", "42.4080",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.5300", "32.1000", "49.1490", "42.2810",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7250", "32.4930", "48.7080", "42.5240",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7760", "31.9160", "48.5420", "42.3180",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2970", "31.9830", "48.7170", "42.5970",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.0460", "31.7470", "49.0000", "43.2990",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2950", "31.8890", "48.3310", "42.0750",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.0520", "31.9540", "48.7490", "42.3490",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.9490", "32.4050", "49.2570", "42.2870",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7970", "31.8790", "48.5510", "42.3670",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.9820", "32.0190", "48.7800", "42.1830",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2920", "31.8010", "48.5010", "41.9900",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2730", "31.7610", "48.4820", "42.0300",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7710", "31.7010", "48.7930", "42.2770",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5780", "31.9300", "48.3970", "42.2510",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.1540", "31.7120", "48.1690", "42.2730",  "F:M - R:M",     
Average,,,"02:03.4525", "32.3375", "48.7416", "42.3734"
Best possible,,, "02:01.8600", "31.7010", "48.1690", "41.9900"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Juan Carlos Ortega"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:10.9930", "39.2600", "49.3340", "42.3990",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4600", "31.9960", "48.5460", "41.9180",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6550", "32.3990", "48.5910", "42.6650",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2560", "32.2840", "48.8210", "42.1510",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.5750", "32.3110", "48.9290", "42.3350",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6890", "32.4020", "48.9520", "42.3350",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3300", "32.3080", "48.7300", "42.2920",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7680", "32.1790", "48.5280", "42.0610",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2220", "32.1280", "48.8210", "42.2730",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.4250", "32.3000", "48.9200", "42.2050",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8660", "32.1370", "48.7490", "41.9800",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7010", "32.1670", "48.5870", "42.9470",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1450", "32.2130", "48.8700", "42.0620",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5940", "32.1530", "48.5960", "41.8450",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3880", "32.3940", "49.0940", "41.9000",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3150", "32.1080", "48.6860", "42.5210",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7410", "32.4270", "48.7570", "42.5570",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7230", "32.1020", "48.7090", "41.9120",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2120", "32.3890", "48.8520", "41.9710",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7760", "32.1780", "48.4280", "42.1700",  "F:M - R:M",     
Average,,,"02:03.5918", "32.5918", "48.7750", "42.2250"
Best possible,,, "02:02.2690", "31.9960", "48.4280", "41.8450"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Rafa Alvarez"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:12.9230", "40.0930", "50.0090", "42.8210",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.4620", "32.2580", "49.4600", "43.7440",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.6520", "32.3620", "49.7070", "42.5830",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.1310", "32.2720", "49.7840", "42.0750",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6950", "31.9850", "48.9880", "42.7220",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.5670", "32.0340", "50.0940", "42.4390",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.1340", "32.3070", "49.3330", "42.4940",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.6340", "32.1110", "48.3850", "42.1380",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2200", "32.0660", "48.3670", "41.7870",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.9930", "32.0260", "49.2930", "41.6740",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.0000", "32.0830", "49.5220", "42.3950",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7200", "31.9100", "49.0010", "42.8090",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.9190", "32.1390", "51.2450", "42.5350",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.6790", "31.9270", "48.4870", "42.2650",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1830", "31.9450", "48.7210", "42.5170",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7420", "31.8550", "48.6720", "42.2150",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5390", "31.9040", "48.3580", "42.2770",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.4670", "31.9470", "48.8110", "42.7090",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.0960", "31.8850", "48.8750", "42.3360",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7220", "32.0030", "48.9020", "42.8170",  "F:M - R:M",     
Average,,,"02:04.1239", "32.4556", "49.2007", "42.4676"
Best possible,,, "02:01.8870", "31.8550", "48.3580", "41.6740"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bertillo30"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:11.6120", "39.4520", "49.8960", "42.2640",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:10.1160", "32.5290", "53.1540", "44.4330",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7370", "31.8280", "48.8560", "42.0530",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.5040", "31.9100", "49.3200", "42.2740",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.4570", "31.6390", "49.0000", "42.8180",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.6630", "31.9830", "52.4830", "42.1970",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7730", "31.8950", "48.8570", "42.0210",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.0670", "31.8840", "49.1670", "42.0160",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8820", "31.9910", "48.5650", "42.3260",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8350", "31.6600", "48.7660", "42.4090",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.9750", "31.8420", "48.9280", "42.2050",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.3010", "31.9880", "49.6310", "42.6820",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1940", "31.8360", "49.3420", "42.0160",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8890", "32.0070", "48.9140", "41.9680",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5300", "31.6980", "48.8560", "41.9760",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2080", "31.7170", "48.5420", "41.9490",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2280", "31.8140", "48.7130", "42.7010",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.2620", "31.7110", "49.5760", "43.9750",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.9300", "31.9810", "49.7570", "42.1920",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8040", "31.8420", "48.8610", "42.1010",  "F:M - R:M",     
Average,,,"02:04.1484", "32.2604", "49.4592", "42.4288"
Best possible,,, "02:02.1300", "31.6390", "48.5420", "41.9490"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jucarcaz"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:13.6320", "40.8320", "49.6890", "43.1110",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.4870", "32.4530", "49.1360", "42.8980",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.5190", "32.2180", "48.8650", "42.4360",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6500", "32.4220", "49.2570", "41.9710",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7030", "32.2900", "48.3170", "43.0960",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.2400", "33.0540", "50.4620", "42.7240",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.9940", "31.9130", "49.0150", "42.0660",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.7320", "32.0220", "48.4150", "42.2950",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1850", "32.2540", "48.7080", "42.2230",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6440", "32.0650", "48.8930", "42.6860",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.0810", "32.1950", "49.6540", "42.2320",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.9530", "32.0720", "49.9860", "46.8950",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.6830", "32.4240", "48.8880", "42.3710",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8210", "32.0510", "48.6810", "42.0890",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2240", "32.1490", "48.9730", "42.1020",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.4280", "32.5060", "48.7210", "42.2010",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3300", "32.1410", "48.9970", "42.1920",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.4120", "32.3010", "49.1040", "42.0070",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.7600", "32.1980", "49.1850", "42.3770",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.2500", "32.2300", "49.2080", "42.8120",  "F:M - R:M",     
Average,,,"02:04.4364", "32.6895", "49.1077", "42.6392"
Best possible,,, "02:02.2010", "31.9130", "48.3170", "41.9710"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Josu Puelles"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:15.5780", "42.0010", "50.2290", "43.3480",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.7880", "32.5920", "50.0480", "46.1480",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.6000", "32.5410", "50.5160", "43.5430",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.0350", "32.8040", "49.9870", "43.2440",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.8490", "32.4200", "50.1710", "43.2580",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.6240", "32.6370", "49.5310", "43.4560",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.7730", "32.6680", "50.0080", "43.0970",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.8530", "32.6850", "49.7790", "43.3890",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.9100", "32.5700", "50.3200", "43.0200",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.0090", "32.5750", "49.7200", "43.7140",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.6120", "32.8400", "49.4240", "43.3480",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.5520", "32.7710", "49.6890", "43.0920",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.8690", "32.8030", "49.6710", "46.3950",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.1950", "32.6980", "49.4680", "43.0290",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.8310", "32.7940", "49.4410", "43.5960",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.3550", "33.0060", "49.4100", "42.9390",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.8910", "32.7060", "49.5720", "43.6130",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.1560", "32.5330", "50.0850", "43.5380",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.6570", "32.7150", "50.6700", "43.2720",  "F:M - R:M",     
