Pos,   Class, Team, Vehicle, Driver, Laps, Best lap, Gap
"1",   "", "Aviles-Sport", "chawaii_subaru_wrx_sti_gr3", "Kappy Astur", "5", "02:01.0910", "-",
"2",   "", "Team Chermi", "chawaii_subaru_wrx_sti_gr3", "Ezequiel Cherminando", "5", "02:01.1390", "00:00.0480",
"3",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Carlos Ortega", "5", "02:01.1620", "00:00.0710",
"4",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Rafa Alvarez", "5", "02:01.7600", "00:00.6690",
"5",   "", "nrc", "chawaii_subaru_wrx_sti_gr3", "bertillo30", "5", "02:01.8740", "00:00.7830",
"6",   "", "LDR", "chawaii_subaru_wrx_sti_gr3", "Luciano DR.", "5", "02:02.0100", "00:00.9190",
"7",   "", "", "chawaii_subaru_wrx_sti_gr3", "Jucarcaz", "4", "02:02.4430", "00:01.3520",
"8",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Akira", "5", "02:03.8430", "00:02.7520",
"9",   "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Josu Puelles", "5", "02:04.8640", "00:03.7730",
"10",   "", "Loa Racing", "chawaii_subaru_wrx_sti_gr3", "Ramiro", "5", "02:06.0580", "00:04.9670",
"11",   "", "GTS92", "chawaii_subaru_wrx_sti_gr3", "Juan José Ruiz García (Mecajota)", "0", "-", "-",
"12",   "", "BMT Racing", "chawaii_subaru_wrx_sti_gr3", "Montoro", "0", "-", "-",
"13",   "", "savepangolines", "chawaii_subaru_wrx_sti_gr3", "PANGOLIN DORMIDO", "0", "-", "-",
"14",   "", "RM Racing", "chawaii_subaru_wrx_sti_gr3", "Juan Izaguirre", "0", "-", "-",
"15",   "", "GIM", "chawaii_subaru_wrx_sti_gr3", "Gino Ivan Muchiut", "0", "-", "-",
"16",   "", "AMC Racing Team", "chawaii_subaru_wrx_sti_gr3", "Antonio Martínez", "0", "-", "-",
"17",   "", "LDRT", "chawaii_subaru_wrx_sti_gr3", "Sergio Diaz", "0", "-", "-",
"18",   "", "AuTornay Racing Team", "chawaii_subaru_wrx_sti_gr3", "Kyogren2911", "0", "-", "-",
"19",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Manolo Laguarda", "0", "-", "-",
"20",   "", "ForoAssetto", "chawaii_subaru_wrx_sti_gr3", "Antonio Gomez", "0", "-", "-",
"21",   "", "LOA Racing", "chawaii_subaru_wrx_sti_gr3", "Jose Miguel Romay", "0", "-", "-",
"22",   "", "los difentes racing tream", "chawaii_subaru_wrx_sti_gr3", "enzo diaz cancho", "0", "-", "-",
"23",   "", "", "chawaii_subaru_wrx_sti_gr3", "LOA TV", "0", "-", "-",

Qualify laps
'======================
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.5810", "32.7860", "49.3700", "43.4250",  "F:M - R:M",     
Average,,,"02:06.6360", "33.1573", "49.8555", "43.6232"
Best possible,,, "02:04.7290", "32.4200", "49.3700", "42.9390"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ramiro"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:16.2560", "42.6920", "50.2610", "43.3030",  "F:S - R:S",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.2850", "33.0600", "50.1120", "44.1130",  "F:S - R:S",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.3790", "32.9320", "50.1210", "43.3260",  "F:S - R:S",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.5000", "32.9860", "50.3370", "44.1770",  "F:S - R:S",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.0520", "32.9120", "50.6080", "43.5320",  "F:S - R:S",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.1460", "32.5920", "50.1660", "43.3880",  "F:S - R:S",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:14.4080", "32.7180", "58.3370", "43.3530",  "F:S - R:S",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.2450", "32.6460", "50.0350", "43.5640",  "F:S - R:S",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.2050", "32.7810", "50.4980", "42.9260",  "F:S - R:S",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.7350", "32.6930", "50.0630", "42.9790",  "F:S - R:S",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.2000", "33.2260", "50.4580", "43.5160",  "F:S - R:S",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.7110", "33.3350", "50.1400", "43.2360",  "F:S - R:S",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.7740", "32.9310", "49.9450", "42.8980",  "F:S - R:S",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.5700", "32.6270", "49.9870", "42.9560",  "F:S - R:S",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.6790", "32.9970", "49.8640", "42.8180",  "F:S - R:S",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.4760", "32.4450", "50.5160", "43.5150",  "F:S - R:S",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.1190", "32.8080", "49.8190", "43.4920",  "F:S - R:S",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.8660", "32.7170", "50.9000", "43.2490",  "F:S - R:S",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.9760", "32.6730", "50.1920", "43.1110",  "F:S - R:S",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.6570", "32.8940", "50.3510", "43.4120",  "F:S - R:S",     
Average,,,"02:07.3120", "33.3333", "50.6355", "43.3432"
Best possible,,, "02:05.0820", "32.4450", "49.8190", "42.8180"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Akira"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:14.6160", "40.8670", "50.6790", "43.0700",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:15.4990", "32.4220", "50.3410", "52.7360",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.0100", "32.8550", "49.9420", "43.2130",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.2490", "33.3240", "49.0760", "42.8490",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.4670", "33.3070", "49.1720", "42.9880",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.3450", "32.6030", "48.9150", "42.8270",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:14.2140", "32.3430", "58.7520", "43.1190",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.1520", "32.8050", "50.0670", "43.2800",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:06.7500", "32.7180", "50.8630", "43.1690",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.9470", "32.5700", "49.8560", "42.5210",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.3040", "32.5210", "51.5740", "43.2090",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:13.4410", "32.6000", "50.1850", "50.6560",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.4170", "32.7840", "52.4060", "43.2270",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.4180", "32.5380", "49.7380", "43.1420",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.5630", "32.3640", "50.2920", "42.9070",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.9790", "32.2170", "50.3050", "42.4570",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:05.0620", "32.4160", "48.9100", "43.7360",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.5520", "32.5230", "49.4990", "42.5300",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.1840", "32.5220", "51.3190", "43.3430",  "F:M - R:M",     
"20 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.7660", "33.2400", "50.5660", "43.9600",  "F:M - R:M",     
Average,,,"02:07.6469", "33.0770", "50.6229", "43.9470"
Best possible,,, "02:03.5840", "32.2170", "48.9100", "42.4570"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Luciano DR."
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:12.2150", "39.9700", "49.8690", "42.3760",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.8960", "32.3980", "49.8690", "42.6290",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.2580", "32.1920", "49.4510", "42.6150",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3780", "32.1580", "48.9290", "42.2910",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:04.1270", "31.9090", "48.8700", "43.3480",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.8150", "32.6900", "48.9290", "42.1960",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3200", "32.3300", "48.9970", "41.9930",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.2770", "31.7460", "48.4730", "42.0580",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.9300", "32.0620", "48.5780", "42.2900",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5600", "31.8810", "48.3480", "42.3310",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1350", "32.1630", "48.7930", "42.1790",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1640", "31.9810", "48.7840", "42.3990",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.8030", "32.0020", "48.8290", "41.9720",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.6570", "32.0860", "48.4420", "42.1290",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.5010", "31.8760", "48.6630", "41.9620",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:02.4520", "31.9030", "48.3700", "42.1790",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.3600", "31.8880", "48.8380", "42.6340",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.1110", "32.4490", "48.5640", "42.0980",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:03.2270", "31.8100", "49.0360", "42.3810",  "F:M - R:M",     
Average,,,"02:03.6940", "32.4997", "48.8754", "42.3189"
Best possible,,, "02:02.0560", "31.7460", "48.3480", "41.9620"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Antonio Martínez"
"1 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:37.3190", "49.2470", "54.9590", "53.1130",  "F:M - R:M",     
"2 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:12.0050", "34.5090", "53.3070", "44.1890",  "F:M - R:M",     
"3 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:14.6740", "33.9150", "51.4930", "49.2660",  "F:M - R:M",     
"4 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:09.0840", "33.7280", "51.2020", "44.1540",  "F:M - R:M",     
"5 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:10.4900", "33.5160", "52.6450", "44.3290",  "F:M - R:M",     
"6 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.9590", "33.4470", "51.4840", "44.0280",  "F:M - R:M",     
"7 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.5660", "32.9540", "51.0080", "44.6040",  "F:M - R:M",     
"8 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:09.2730", "33.2200", "51.9660", "44.0870",  "F:M - R:M",     
"9 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.2810", "33.2500", "50.8370", "44.1940",  "F:M - R:M",     
"10 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.0930", "32.9770", "51.0030", "44.1130",  "F:M - R:M",     
"11 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:11.3400", "33.0010", "51.6820", "46.6570",  "F:M - R:M",     
"12 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:09.3380", "33.3440", "50.9850", "45.0090",  "F:M - R:M",     
"13 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:09.4680", "33.5320", "51.9480", "43.9880",  "F:M - R:M",     
"14 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:10.0450", "33.3080", "52.5780", "44.1590",  "F:M - R:M",     
"15 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:15.1180", "32.6750", "52.2950", "50.1480",  "F:M - R:M",     
"16 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:13.6240", "33.2880", "56.0510", "44.2850",  "F:M - R:M",     
"17 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:10.8790", "35.2990", "52.0200", "43.5600",  "F:M - R:M",     
"18 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:08.7050", "32.3560", "52.4830", "43.8660",  "F:M - R:M",     
"19 ", chawaii_subaru_wrx_sti_gr3, no,"0", "02:07.2810", "32.9690", "50.6840", "43.6280",  "F:M - R:M",     
Average,,,"02:11.7127", "34.2387", "52.1384", "45.3356"
Best possible,,, "02:06.6000", "32.3560", "50.6840", "43.5600"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Juan José Ruiz García (Mecajota)"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Montoro"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"PANGOLIN DORMIDO"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Juan Izaguirre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Gino Ivan Muchiut"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Sergio Diaz"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Kyogren2911"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Manolo Laguarda"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Antonio Gomez"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Jose Miguel Romay"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"enzo diaz cancho"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"LOA TV"
No laps for this driver


Race best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.0860", ""
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.3350", "0.249"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.4230", "0.337"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.4670", "0.381"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.5670", "0.481"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.7660", "0.68"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.8840", "0.798"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:02.0830", "0.997"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:02.1500", "1.064"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "02:02.1540", "1.068"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:02.1730", "1.087"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "02:02.2080", "1.122"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "02:02.2200", "1.134"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "02:02.2730", "1.187"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "02:02.2770", "1.191"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "02:02.2920", "1.206"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "02:02.2950", "1.209"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "02:02.4520", "1.366"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "02:02.4600", "1.374"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "02:02.5010", "1.415"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "02:01.0860", ""
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "02:02.1540", "1.068"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "02:02.2080", "1.122"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "02:02.2200", "1.134"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "02:02.2770", "1.191"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "02:02.4600", "1.374"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "02:02.7320", "1.646"
"Akira", "chawaii_subaru_wrx_sti_gr3", "02:04.3450", "3.259"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "02:05.1950", "4.109"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "02:05.5700", "4.484"
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "02:07.2810", "6.195"


Race consistency
'======================
Driver, Vehicle, Consistency,
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "99.36%  0.7834",
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "99.23%  0.9366",
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "99.18%  0.9991",
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "99.18%  1.0242",
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "98.95%  1.2882",
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "98.93%  1.3418",
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "98.76%  1.5208",
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "98.66%  1.6335",
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "98.58%  1.7175",
"Akira", "chawaii_subaru_wrx_sti_gr3", "97.51%  3.098",
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "97.50%  3.1862",
"Juan José Ruiz García (Mecajota)", "chawaii_subaru_wrx_sti_gr3", "-",
"Montoro", "chawaii_subaru_wrx_sti_gr3", "-",
"PANGOLIN DORMIDO", "chawaii_subaru_wrx_sti_gr3", "-",
"Juan Izaguirre", "chawaii_subaru_wrx_sti_gr3", "-",
"Gino Ivan Muchiut", "chawaii_subaru_wrx_sti_gr3", "-",
"Sergio Diaz", "chawaii_subaru_wrx_sti_gr3", "-",
"Kyogren2911", "chawaii_subaru_wrx_sti_gr3", "-",
"Manolo Laguarda", "chawaii_subaru_wrx_sti_gr3", "-",
"Antonio Gomez", "chawaii_subaru_wrx_sti_gr3", "-",
"Jose Miguel Romay", "chawaii_subaru_wrx_sti_gr3", "-",
"enzo diaz cancho", "chawaii_subaru_wrx_sti_gr3", "-",
"LOA TV", "chawaii_subaru_wrx_sti_gr3", "-",




Race sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "31.6390", "-"
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "31.6890", "0.0500"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "31.7010", "0.0620"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "31.7460", "0.1070"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "31.8550", "0.2160"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "31.9130", "0.2740"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "31.9960", "0.3570"
"Akira", "chawaii_subaru_wrx_sti_gr3", "32.2170", "0.5780"
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "32.3560", "0.7170"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "32.4200", "0.7810"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "32.4450", "0.8060"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "47.6640", "-"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "48.1690", "0.5050"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "48.3170", "0.6530"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "48.3480", "0.6840"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "48.3580", "0.6940"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "48.4280", "0.7640"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "48.5420", "0.8780"
"Akira", "chawaii_subaru_wrx_sti_gr3", "48.9100", "1.2460"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "49.3700", "1.7060"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "49.8190", "2.1550"
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "50.6840", "3.0200"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"Ezequiel Cherminando", "chawaii_subaru_wrx_sti_gr3", "41.5720", "-"
"Rafa Alvarez", "chawaii_subaru_wrx_sti_gr3", "41.6740", "0.1020"
"Juan Carlos Ortega", "chawaii_subaru_wrx_sti_gr3", "41.8450", "0.2730"
"bertillo30", "chawaii_subaru_wrx_sti_gr3", "41.9490", "0.3770"
"Luciano DR.", "chawaii_subaru_wrx_sti_gr3", "41.9620", "0.3900"
"Jucarcaz", "chawaii_subaru_wrx_sti_gr3", "41.9710", "0.3990"
"Kappy Astur", "chawaii_subaru_wrx_sti_gr3", "41.9900", "0.4180"
"Akira", "chawaii_subaru_wrx_sti_gr3", "42.4570", "0.8850"
"Ramiro", "chawaii_subaru_wrx_sti_gr3", "42.8180", "1.2460"
"Josu Puelles", "chawaii_subaru_wrx_sti_gr3", "42.9390", "1.3670"
"Antonio Martínez", "chawaii_subaru_wrx_sti_gr3", "43.5600", "1.9880"


Race incidents
'======================
Date, Incident, Worth reviewing
"", "Kappy Astur reported contact with another vehicle Juan Carlos Ortega. Impact speed: 14.073491",
"", "Juan Carlos Ortega reported contact with another vehicle Kappy Astur. Impact speed: 4.3160443",
"", "Rafa Alvarez reported contact with another vehicle Luciano DR.. Impact speed: 12.0342045",
"", "bertillo30 reported contact with another vehicle Akira. Impact speed: 20.597126",
"", "Akira reported contact with another vehicle bertillo30. Impact speed: 11.935273",
"", "Ezequiel Cherminando reported contact with another vehicle Jucarcaz. Impact speed: 7.730902",
"", "Jucarcaz reported contact with another vehicle Ezequiel Cherminando. Impact speed: 4.549534",
"", "Rafa Alvarez reported contact with another vehicle bertillo30. Impact speed: 7.4104877",
"", "bertillo30 reported contact with another vehicle Rafa Alvarez. Impact speed: 8.967233",
"", "Akira reported contact with another vehicle Ramiro. Impact speed: 11.194243",
"", "Ramiro reported contact with another vehicle Akira. Impact speed: 23.556883",
"", "bertillo30 reported contact with another vehicle Jucarcaz. Impact speed: 11.869739",
"", "Jucarcaz reported contact with another vehicle bertillo30. Impact speed: 13.421723",
"", "bertillo30 reported contact with another vehicle Jucarcaz. Impact speed: 55.171017",
"", "Jucarcaz reported contact with another vehicle bertillo30. Impact speed: 54.25877",
"", "Jucarcaz reported contact with environment. Impact speed: 49.046497",
"", "bertillo30 reported contact with another vehicle Jucarcaz. Impact speed: 34.571796",









